Gene_Symbol,Detection_Rate_%,Mean_CPM_percell_All,Mean_CPM_percell_Only_Detected,Aggregated_CPM,Cell_Type,Replicate,Dataset,Sample_ID,QC_Min_Genes,Cells_Passing_QC,Median_Genes_Per_Cell,Gene_Found
FGFR2,12.47,0.47929999232292175,3.8440001010894775,6.395599842071533,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FGFR3,29.22,1.0637999773025513,3.641400098800659,15.4173002243042,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FGG,48.47,2.772700071334839,5.720099925994873,340.32379150390625,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FHOD3,0.74,0.026499999687075615,3.569200038909912,0.26159998774528503,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FLI1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FLT4,0.06,0.0017999999690800905,3.2172000408172607,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FN1,55.72,3.2090001106262207,5.758999824523926,377.5733947753906,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FOXA2,20.68,0.78329998254776,3.7867000102996826,11.386099815368652,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FOXE3,0.2,0.005200000014156103,2.618299961090088,0.06780000030994415,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FOXJ1,0.06,0.002099999925121665,3.633500099182129,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FOXN1,0.09,0.002899999963119626,3.3826000690460205,0.029100000858306885,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FTH1,95.04,7.838099956512451,8.2475004196167,6632.60302734375,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FUS,69.47,3.2346999645233154,4.656000137329102,88.6178970336914,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
FXYD2,12.72,0.5422999858856201,4.2617998123168945,11.696200370788574,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GABBR2,1.37,0.04690000042319298,3.427500009536743,0.6007999777793884,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GABRA1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GABRB2,0.37,0.013500000350177288,3.639899969100952,0.13570000231266022,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GABRB3,11.21,0.3880000114440918,3.460700035095215,4.7870001792907715,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GABRD,0.06,0.0017000000225380063,2.9774999618530273,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GABRG2,1.51,0.05779999867081642,3.821199893951416,0.6783000230789185,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GANAB,55.26,2.217400074005127,4.012499809265137,37.68560028076172,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GARS1,57.92,2.5494000911712646,4.401899814605713,69.61519622802734,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GBA1,8.13,0.2782000005245209,3.4217000007629395,3.0717999935150146,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GDAP1,13.21,0.46209999918937683,3.4983999729156494,5.92080020904541,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GDF2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GFAP,0.11,0.003700000001117587,3.2372000217437744,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GFI1B,0.57,0.01889999955892563,3.319700002670288,0.21320000290870667,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GGCX,46.25,1.8242000341415405,3.944499969482422,32.45289993286133,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GJB3,9.22,0.3192000091075897,3.463900089263916,4.9421000480651855,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GJB6,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GLUD1,71.38,3.500200033187866,4.903299808502197,144.91859436035156,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GLUL,65.08,2.934000015258789,4.508399963378906,82.62930297851562,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GMNN,51.58,2.1596999168395996,4.1869001388549805,51.14550018310547,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GNAI1,19.4,0.7099000215530396,3.6591999530792236,9.3996000289917,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GNAO1,0.06,0.002899999963119626,5.093299865722656,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GNAT1,0.17,0.005499999970197678,3.1986000537872314,0.05810000002384186,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GNB1,77.38,3.8715999126434326,5.003600120544434,146.914794921875,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GNB4,0.74,0.025200000032782555,3.394700050354004,0.2906999886035919,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GP1BA,0.09,0.0026000000070780516,3.0859999656677246,0.029100000858306885,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GREM1,0.2,0.005400000140070915,2.7035000324249268,0.06780000030994415,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRHL2,21.74,0.8567000031471252,3.9407999515533447,13.130399703979492,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRIA1,0.06,0.0019000000320374966,3.401400089263916,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRIA2,0.29,0.011300000362098217,3.9719998836517334,0.10660000145435333,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRIA4,0.14,0.005900000222027302,4.157700061798096,0.048500001430511475,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRIN1,0.09,0.0034000000450760126,4.0177001953125,0.029100000858306885,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRIN2D,4.59,0.1582999974489212,3.4456000328063965,1.7443000078201294,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GRN,72.24,3.7435998916625977,5.18209981918335,215.8419952392578,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GSDME,31.53,1.192199945449829,3.781599998474121,19.05120086669922,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GUCA1A,0.46,0.015799999237060547,3.454699993133545,0.1550000011920929,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
GUCY2D,9.22,0.3068000078201294,3.329699993133545,3.585400104522705,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
H1-4,24.17,0.9135000109672546,3.780100107192993,13.84749984741211,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
H3-3A,80.4,4.4704999923706055,5.560400009155273,285.4281921386719,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
H4C5,1.65,0.058800000697374344,3.5548999309539795,0.5716999769210815,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HAND1,0.03,0.0006000000284984708,2.1682000160217285,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HAND2,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HBA1,0.2,0.006399999838322401,3.204200029373169,0.06780000030994415,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HBB,0.03,0.000699999975040555,2.43179988861084,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HCN1,0.54,0.019200000911951065,3.5425000190734863,0.27129998803138733,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HCN4,0.06,0.0013000000035390258,2.3515000343322754,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HECW2,2.2,0.07850000262260437,3.5713000297546387,0.9496999979019165,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HEPACAM,0.06,0.002099999925121665,3.6261000633239746,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HMGA2,19.86,0.7985000014305115,4.021100044250488,15.165300369262695,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HNRNPA2B1,82.88,4.600399971008301,5.550600051879883,315.5650939941406,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HNRNPD,67.25,3.058799982070923,4.548600196838379,85.28450012207031,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HNRNPDL,78.97,4.010900020599365,5.078800201416016,164.5028076171875,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HNRNPH1,62.74,2.7402000427246094,4.367599964141846,56.07780075073242,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HNRNPR,65.16,2.957900047302246,4.5391998291015625,86.05970001220703,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HOMER2,8.42,0.2946999967098236,3.501699924468994,3.3334999084472656,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HRAS,34.64,1.2811000347137451,3.6986000537872314,22.937000274658203,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HRG,1.65,0.0568000003695488,3.4316999912261963,0.7752000093460083,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HSPB1,59.12,2.775700092315674,4.695300102233887,103.74449920654297,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HSPB8,1.97,0.07169999927282333,3.6403000354766846,0.901199996471405,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
HTT,45.14,1.7890000343322754,3.963599920272827,30.369400024414062,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IDH2,66.33,3.1470999717712402,4.74429988861084,116.95240020751953,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IFIH1,11.67,0.41119998693466187,3.5234999656677246,4.971099853515625,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IFT140,18.35,0.6489999890327454,3.5376999378204346,7.587500095367432,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IGF2,38.77,2.3296000957489014,6.008200168609619,235.9010009765625,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IKBKB,17.69,0.6463000178337097,3.653700113296509,7.413099765777588,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IKZF2,1.74,0.06310000270605087,3.6256000995635986,0.697700023651123,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IKZF3,0.57,0.01860000006854534,3.2600998878479004,0.19380000233650208,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IMPDH1,20.43,0.7123000025749207,3.4867000579833984,10.271699905395508,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IMPG1,0.34,0.01269999984651804,3.702699899673462,0.11630000174045563,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
INF2,40.86,1.5860999822616577,3.8822999000549316,27.539899826049805,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
INS,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IRF2BPL,7.02,0.24410000443458557,3.4774999618530273,2.664799928665161,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
IRF4,0.06,0.002099999925121665,3.7323999404907227,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
ISL1,0.03,0.002099999925121665,7.437699794769287,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
ITGA2B,0.71,0.02410000003874302,3.376199960708618,0.27129998803138733,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
ITGB3,0.49,0.01640000008046627,3.3740999698638916,0.1647000014781952,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
ITPR1,10.93,0.3952000141143799,3.6166000366210938,5.193999767303467,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
JAK1,72.13,3.3368000984191895,4.626399993896484,90.92420196533203,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
JPH2,2.08,0.08330000191926956,4.000500202178955,0.8140000104904175,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KBTBD13,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNA1,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNA2,0.03,0.000699999975040555,2.286099910736084,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNB1,0.34,0.01209999993443489,3.5201001167297363,0.12600000202655792,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNC1,1.31,0.04780000075697899,3.645400047302246,0.4553999900817871,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNC2,0.17,0.006599999964237213,3.8457000255584717,0.05810000002384186,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNC3,3.37,0.11659999936819077,3.4625000953674316,1.250100016593933,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNH1,0.49,0.016200000420212746,3.342600107192993,0.17440000176429749,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNH5,0.14,0.004900000058114529,3.4547998905181885,0.048500001430511475,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNJ11,0.66,0.02410000003874302,3.676300048828125,0.22290000319480896,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNJ2,0.68,0.024700000882148743,3.6054999828338623,0.26159998774528503,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNJ5,0.23,0.008500000461935997,3.736999988555908,0.07750000059604645,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNK3,0.09,0.0038999998942017555,4.517499923706055,0.029100000858306885,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNK4,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNMA1,0.68,0.023800000548362732,3.4762001037597656,0.3100999891757965,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNQ3,0.31,0.011099999770522118,3.544300079345703,0.11630000174045563,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNQ4,0.4,0.013399999588727951,3.3619000911712646,0.13570000231266022,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KCNT1,0.06,0.002199999988079071,3.9321000576019287,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KDF1,37.57,1.395400047302246,3.7137999534606934,23.692800521850586,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KDM3B,46.33,1.8219000101089478,3.931999921798706,28.925600051879883,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KDM4B,48.73,1.9909000396728516,4.085599899291992,32.162200927734375,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KDR,0.03,0.0006000000284984708,2.202500104904175,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KIDINS220,56.92,2.36899995803833,4.162099838256836,45.224700927734375,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KIF1A,0.06,0.0020000000949949026,3.5724000930786133,0.029100000858306885,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KIF21A,36.78,1.451200008392334,3.9458999633789062,25.57270050048828,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KIF5A,1.43,0.051100000739097595,3.5789999961853027,0.5135999917984009,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KLF13,37.69,1.4464000463485718,3.837599992752075,24.63279914855957,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KLHL20,27.62,1.0374000072479248,3.756200075149536,14.32229995727539,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
KRAS,63.45,2.9209001064300537,4.6031999588012695,93.32740020751953,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LITAF,45.99,1.8387999534606934,3.998199939727783,36.25149917602539,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LMX1A,0.06,0.0020000000949949026,3.454900026321411,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LOX,36.66,1.6490999460220337,4.498199939727783,48.48059844970703,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LRP12,1.4,0.04690000042319298,3.3533999919891357,0.484499990940094,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LRRK2,0.06,0.0017999999690800905,3.095400094985962,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LRSAM1,26.13,0.9567000269889832,3.660900115966797,11.754400253295898,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
LZTR1,5.71,0.18790000677108765,3.29229998588562,2.083400011062622,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MAB21L2,0.06,0.0017999999690800905,3.1417999267578125,0.01940000057220459,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MACF1,72.27,3.4033000469207764,4.709199905395508,94.14140319824219,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MAGEL2,0.23,0.006200000178068876,2.708699941635132,0.07750000059604645,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MAP1B,5.82,0.2295999974012375,3.9449000358581543,4.690100193023682,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MAP2K1,44.14,1.7312999963760376,3.922600030899048,26.677400588989258,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MAP2K2,72.55,3.660599946975708,5.045400142669678,175.68539428710938,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MAPK8IP3,29.39,1.1159000396728516,3.7973999977111816,13.65369987487793,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MATR3,74.29,3.5309998989105225,4.752699851989746,109.14199829101562,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MDM4,41.43,1.6225999593734741,3.9168999195098877,22.53969955444336,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MECOM,52.9,2.5327999591827393,4.788300037384033,106.4093017578125,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MED12L,1.85,0.07029999792575836,3.7911999225616455,0.8720999956130981,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MED13,59.6,2.538100004196167,4.258600234985352,47.404998779296875,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MEFV,0.03,0.0008999999845400453,3.3118999004364014,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MESP1,4.14,0.12809999287128448,3.097399950027466,1.6861000061035156,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MET,65.93,2.9769999980926514,4.515200138092041,74.9739990234375,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MFAP5,0.11,0.004100000020116568,3.6120998859405518,0.03880000114440918,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MFN2,27.02,0.9758999943733215,3.611999988555908,13.246700286865234,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MIR96,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,False
MORC2,19.77,0.7170000076293945,3.6261000633239746,8.488699913024902,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MPL,0.23,0.007799999788403511,3.426300048828125,0.07750000059604645,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MPZ,2.82,0.0966000035405159,3.4195001125335693,1.0077999830245972,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MRAS,0.57,0.01810000091791153,3.175600051879883,0.19380000233650208,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MSX2,10.61,0.35929998755455017,3.3854000568389893,5.029300212860107,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MTAP,52.15,2.2495999336242676,4.313399791717529,53.06420135498047,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MTOR,18.0,0.629800021648407,3.498300075531006,8.604999542236328,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MUC1,7.93,0.2847000062465668,3.5894999504089355,5.678500175476074,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH10,47.96,1.948199987411499,4.062099933624268,36.65850067138672,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH11,0.51,0.018799999728798866,3.6556999683380127,0.17440000176429749,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH14,46.36,2.0834999084472656,4.493899822235107,59.00429916381836,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH2,0.03,0.0012000000569969416,4.06220006942749,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH6,0.03,0.0010999999940395355,3.791800022125244,0.009700000286102295,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH7,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYH9,73.12,3.5648999214172363,4.875199794769287,123.05729675292969,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYL2,0.06,0.0017999999690800905,3.0998001098632812,0.029100000858306885,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYL3,1.11,0.03420000150799751,3.075500011444092,0.6104999780654907,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYLK,28.07,1.1081000566482544,3.946899890899658,19.70039939880371,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYLK3,0.97,0.033900000154972076,3.497499942779541,0.35850000381469727,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYO6,70.44,3.3794000148773193,4.797399997711182,103.86080169677734,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYO7A,5.14,0.17749999463558197,3.4556000232696533,1.938099980354309,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
MYOC,0.0,0.0,0.0,0.0,iPSC-liver/hepatocyte,Dataset 3,GSM7903846,GSM7903846,200,3505,4780.0,True
