Gene_Symbol,Raw_Detection_Rate_%,Raw_Mean_Expr_All,Raw_Mean_Expr_Detected,Raw_Aggregated_CPM,LooseQC_Detection_Rate_%,LooseQC_Mean_Expr_All,LooseQC_Mean_Expr_Detected,LooseQC_Aggregated_CPM,StrongQC_Detection_Rate_%,StrongQC_Mean_Expr_All,StrongQC_Mean_Expr_Detected,StrongQC_Aggregated_CPM,Cell_Type,Cell_Line,Developmental_Stage,Replicate,Source_File,CMO_Assignment_Method
ATP2B2,0.01,0.0001,0.8755,0.2395,0.38,0.0022,0.5728,0.2305,0.62,0.002,0.323,0.2183,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
ATXN2,1.53,0.0162,1.054,73.3226,45.43,0.3104,0.6831,74.3433,77.8,0.4764,0.6123,75.7094,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BACH2,0.44,0.0024,0.5419,9.3748,13.9,0.0477,0.343,9.4601,24.53,0.0738,0.3008,9.591,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BCL11B,0.09,0.0005,0.5654,1.7777,2.97,0.0105,0.3541,1.7829,5.13,0.0147,0.287,1.771,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BEST1,0.05,0.0005,0.9833,0.849,1.38,0.0054,0.3913,0.7301,2.3,0.0064,0.2766,0.6955,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BICRA,0.28,0.0015,0.5378,5.2244,8.8,0.0271,0.3081,5.195,15.45,0.0386,0.25,5.208,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BRAF,0.89,0.0067,0.7521,22.697,27.06,0.1204,0.445,22.509,46.15,0.1687,0.3657,22.1015,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BRD4,2.0,0.0309,1.5461,141.624,53.46,0.5333,0.9975,142.6848,87.02,0.7776,0.8936,145.0464,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BRSK2,0.06,0.0003,0.5359,1.0739,1.84,0.0064,0.3503,1.0759,3.14,0.0088,0.2806,1.0594,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
BSCL2,1.33,0.0126,0.9514,52.2365,39.44,0.2261,0.5733,52.5414,69.41,0.3616,0.521,54.1498,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
C19orf12,0.98,0.0066,0.6719,27.6166,30.56,0.1262,0.4129,27.9191,54.72,0.2089,0.3817,28.8378,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
C1QTNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
C3,0.03,0.0005,1.3711,0.7111,0.83,0.0039,0.4646,0.5994,1.43,0.0045,0.312,0.5984,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
C9orf72,0.39,0.0022,0.559,7.6334,12.12,0.0392,0.3234,7.6157,21.5,0.0594,0.2761,7.6987,WTC Day 13 cardiomyocytes,WTC,Day 13,GSM6118770,GSM6118770_cardiac_raw_feature.h5,max_antibody_count_min_1
